DATE,BOROUGH,POPULATION,POPULATION PERCENTAGE,AWND,PRCP,SNOW,TAVG,TMAX,TMIN,TSUN
2000 / 09,Queens,1332650,16.64,2.6,147.8,0,18.87,22.74,14.99,
2000 / 10,Queens,1332650,16.64,2.6,17.1,0,13.86,18.01,9.72,
2000 / 11,Queens,2229379,27.84,3.1,89.9,0,7.37,10.5,4.23,
2000 / 12,Queens,2229379,27.84,3.6,81.3,341,-0.5,2.91,-3.91,
2000 / 01,Staten Island,443728,5.54,4.1,81.9,242,-0.4,3.25,-4.06,
2000 / 02,Staten Island,443728,5.54,3.7,42.1,132,2.93,6.5,-0.63,
2000 / 04,Staten Island,2465326,30.78,3.7,89.7,30,10.55,14.53,6.57,
2000 / 05,Staten Island,2465326,30.78,2.8,114.4,0,17.51,22.03,13,
2000 / 06,Staten Island,443728,5.54,2.7,123.8,0,21.83,26,17.65,
2000 / 07,Staten Island,443728,5.54,,185,0,22.39,26.1,18.68,
2000 / 09,Staten Island,2465326,30.78,2.6,147.8,0,18.87,22.74,14.99,
2000 / 10,Staten Island,2465326,30.78,2.6,17.1,0,13.86,18.01,9.72,
2000 / 11,Staten Island,443728,5.54,3.1,89.9,0,7.37,10.5,4.23,
2000 / 12,Staten Island,443728,5.54,3.6,81.3,341,-0.5,2.91,-3.91,
2001 / 01,Bronx,1332650,16.64,3.1,80.3,211,0.9,3.76,-1.96,
2001 / 02,Bronx,1332650,16.64,3.6,49.6,242,2.17,6.22,-1.89,
2001 / 03,Bronx,1332650,16.64,4,190.1,97,4.23,7.55,0.92,
2001 / 04,Bronx,1332650,16.64,2.9,40.2,0,12.18,17.1,7.25,
2001 / 05,Bronx,1332650,16.64,3.1,51.5,0,17.54,21.93,13.16,
2001 / 06,Bronx,1332650,16.64,2.4,134.5,0,22.74,26.83,18.65,
2001 / 07,Bronx,1332650,16.64,2.6,51.8,0,22.85,27.24,18.47,
2001 / 08,Bronx,1332650,16.64,2.3,65.1,0,25.93,30.29,21.58,
2001 / 09,Bronx,1332650,16.64,2.6,134.6,0,19.81,24.07,15.54,
2001 / 10,Bronx,1332650,16.64,2.9,16.7,0,14.72,19.05,10.39,
2001 / 11,Bronx,1332650,16.64,3,34.7,0,11.5,15.45,7.54,
2001 / 12,Bronx,1332650,16.64,3.2,56.8,0,6.7,10.01,3.38,
2001 / 01,Brooklyn,2465326,30.78,3.1,80.3,211,0.9,3.76,-1.96,
2001 / 02,Brooklyn,2465326,30.78,3.6,49.6,242,2.17,6.22,-1.89,
2001 / 03,Brooklyn,2465326,30.78,4,190.1,97,4.23,7.55,0.92,
2001 / 04,Brooklyn,2465326,30.78,2.9,40.2,0,12.18,17.1,7.25,
2001 / 05,Brooklyn,2465326,30.78,3.1,51.5,0,17.54,21.93,13.16,
2001 / 06,Brooklyn,2465326,30.78,2.4,134.5,0,22.74,26.83,18.65,
2001 / 07,Brooklyn,2465326,30.78,2.6,51.8,0,22.85,27.24,18.47,
2001 / 08,Brooklyn,2465326,30.78,2.3,65.1,0,25.93,30.29,21.58,
2001 / 09,Brooklyn,2465326,30.78,2.6,134.6,0,19.81,24.07,15.54,
2001 / 10,Brooklyn,2465326,30.78,2.9,16.7,0,14.72,19.05,10.39,
2001 / 11,Brooklyn,2465326,30.78,3,34.7,0,11.5,15.45,7.54,
2001 / 12,Brooklyn,2465326,30.78,3.2,56.8,0,6.7,10.01,3.38,
2001 / 01,Manhattan,1537195,19.2,3.1,80.3,211,0.9,3.76,-1.96,
2001 / 02,Manhattan,1537195,19.2,3.6,49.6,242,2.17,6.22,-1.89,
2001 / 03,Manhattan,1537195,19.2,4,190.1,97,4.23,7.55,0.92,
2001 / 04,Manhattan,1537195,19.2,2.9,40.2,0,12.18,17.1,7.25,
2001 / 05,Manhattan,1537195,19.2,3.1,51.5,0,17.54,21.93,13.16,
2001 / 06,Manhattan,1537195,19.2,2.4,134.5,0,22.74,26.83,18.65,
2001 / 07,Manhattan,1537195,19.2,2.6,51.8,0,22.85,27.24,18.47,
2001 / 08,Manhattan,1537195,19.2,2.3,65.1,0,25.93,30.29,21.58,
2001 / 09,Manhattan,1537195,19.2,2.6,134.6,0,19.81,24.07,15.54,
2001 / 10,Manhattan,1537195,19.2,2.9,16.7,0,14.72,19.05,10.39,
2001 / 11,Manhattan,1537195,19.2,3,34.7,0,11.5,15.45,7.54,
2001 / 12,Manhattan,1537195,19.2,3.2,56.8,0,6.7,10.01,3.38,
2001 / 01,Queens,2229379,27.84,3.1,80.3,211,0.9,3.76,-1.96,
2001 / 02,Queens,2229379,27.84,3.6,49.6,242,2.17,6.22,-1.89,
2001 / 03,Queens,2229379,27.84,4,190.1,97,4.23,7.55,0.92,
2001 / 04,Queens,2229379,27.84,2.9,40.2,0,12.18,17.1,7.25,
2001 / 05,Queens,2229379,27.84,3.1,51.5,0,17.54,21.93,13.16,
2001 / 06,Queens,2229379,27.84,2.4,134.5,0,22.74,26.83,18.65,
2001 / 07,Queens,2229379,27.84,2.6,51.8,0,22.85,27.24,18.47,
2001 / 08,Queens,2229379,27.84,2.3,65.1,0,25.93,30.29,21.58,
2001 / 09,Queens,2229379,27.84,2.6,134.6,0,19.81,24.07,15.54,
2001 / 10,Queens,2229379,27.84,2.9,16.7,0,14.72,19.05,10.39,
2001 / 11,Queens,2229379,27.84,3,34.7,0,11.5,15.45,7.54,
2001 / 12,Queens,2229379,27.84,3.2,56.8,0,6.7,10.01,3.38,
2001 / 01,Staten Island,443728,5.54,3.1,80.3,211,0.9,3.76,-1.96,
2001 / 02,Staten Island,443728,5.54,3.6,49.6,242,2.17,6.22,-1.89,
2001 / 03,Staten Island,443728,5.54,4,190.1,97,4.23,7.55,0.92,
2001 / 04,Staten Island,443728,5.54,2.9,40.2,0,12.18,17.1,7.25,
2001 / 05,Staten Island,443728,5.54,3.1,51.5,0,17.54,21.93,13.16,
2001 / 06,Staten Island,443728,5.54,2.4,134.5,0,22.74,26.83,18.65,
2001 / 07,Staten Island,443728,5.54,2.6,51.8,0,22.85,27.24,18.47,
2001 / 08,Staten Island,443728,5.54,2.3,65.1,0,25.93,30.29,21.58,
2001 / 09,Staten Island,443728,5.54,2.6,134.6,0,19.81,24.07,15.54,
2001 / 10,Staten Island,443728,5.54,2.9,16.7,0,14.72,19.05,10.39,
2001 / 11,Staten Island,443728,5.54,3,34.7,0,11.5,15.45,7.54,
2001 / 12,Staten Island,443728,5.54,3.2,56.8,0,6.7,10.01,3.38,
2002 / 01,Bronx,1332650,16.64,3.4,49,89,4.41,7.46,1.36,
2002 / 02,Bronx,1332650,16.64,,18,0,4.77,9.06,0.47,0
2002 / 03,Bronx,1332650,16.64,3.9,89.8,0,6.74,11.3,2.18,
2002 / 04,Bronx,1332650,16.64,3.1,86.8,0,13.39,18.25,8.54,
2002 / 05,Bronx,1332650,16.64,3,93.9,0,15.93,20.77,11.08,
2002 / 06,Bronx,1332650,16.64,2.8,113.8,0,21.91,26.55,17.27,
2002 / 07,Bronx,1332650,16.64,2.6,26.8,0,25.98,30.55,21.42,
2002 / 08,Bronx,1332650,16.64,2.6,124.9,0,25.39,29.97,20.81,
2002 / 09,Bronx,1332650,16.64,2.5,131.2,0,21.24,25.56,16.93,0
2002 / 10,Bronx,1332650,16.64,3,182.9,0,12.88,16.29,9.47,
2002 / 11,Bronx,1332650,16.64,3.3,128.9,0,7.79,11.07,4.5,
2002 / 12,Bronx,1332650,16.64,3.6,103.3,279,2.23,5.08,-0.62,
2002 / 01,Brooklyn,2465326,30.78,3.4,49,89,4.41,7.46,1.36,
2002 / 02,Brooklyn,2465326,30.78,,18,0,4.77,9.06,0.47,0
2002 / 03,Brooklyn,2465326,30.78,3.9,89.8,0,6.74,11.3,2.18,
2002 / 04,Brooklyn,2465326,30.78,3.1,86.8,0,13.39,18.25,8.54,
2002 / 05,Brooklyn,2465326,30.78,3,93.9,0,15.93,20.77,11.08,
2002 / 06,Brooklyn,2465326,30.78,2.8,113.8,0,21.91,26.55,17.27,
2002 / 07,Brooklyn,2465326,30.78,2.6,26.8,0,25.98,30.55,21.42,
2002 / 08,Brooklyn,2465326,30.78,2.6,124.9,0,25.39,29.97,20.81,
2002 / 09,Brooklyn,2465326,30.78,2.5,131.2,0,21.24,25.56,16.93,0
2002 / 10,Brooklyn,2465326,30.78,3,182.9,0,12.88,16.29,9.47,
2002 / 11,Brooklyn,2465326,30.78,3.3,128.9,0,7.79,11.07,4.5,
2002 / 12,Brooklyn,2465326,30.78,3.6,103.3,279,2.23,5.08,-0.62,
2002 / 01,Manhattan,1537195,19.2,3.4,49,89,4.41,7.46,1.36,
2002 / 02,Manhattan,1537195,19.2,,18,0,4.77,9.06,0.47,0
2002 / 03,Manhattan,1537195,19.2,3.9,89.8,0,6.74,11.3,2.18,
2002 / 04,Manhattan,1537195,19.2,3.1,86.8,0,13.39,18.25,8.54,
2002 / 05,Manhattan,1537195,19.2,3,93.9,0,15.93,20.77,11.08,
2002 / 06,Manhattan,1537195,19.2,2.8,113.8,0,21.91,26.55,17.27,
2002 / 07,Manhattan,1537195,19.2,2.6,26.8,0,25.98,30.55,21.42,
2002 / 08,Manhattan,1537195,19.2,2.6,124.9,0,25.39,29.97,20.81,
2002 / 09,Manhattan,1537195,19.2,2.5,131.2,0,21.24,25.56,16.93,0
2002 / 10,Manhattan,1537195,19.2,3,182.9,0,12.88,16.29,9.47,
2002 / 11,Manhattan,1537195,19.2,3.3,128.9,0,7.79,11.07,4.5,
2002 / 12,Manhattan,1537195,19.2,3.6,103.3,279,2.23,5.08,-0.62,
2002 / 01,Queens,2229379,27.84,3.4,49,89,4.41,7.46,1.36,
2002 / 02,Queens,2229379,27.84,,18,0,4.77,9.06,0.47,0
2002 / 03,Queens,2229379,27.84,3.9,89.8,0,6.74,11.3,2.18,
2002 / 04,Queens,2229379,27.84,3.1,86.8,0,13.39,18.25,8.54,
2002 / 05,Queens,2229379,27.84,3,93.9,0,15.93,20.77,11.08,
2002 / 06,Queens,2229379,27.84,2.8,113.8,0,21.91,26.55,17.27,
2002 / 07,Queens,2229379,27.84,2.6,26.8,0,25.98,30.55,21.42,
2002 / 08,Queens,2229379,27.84,2.6,124.9,0,25.39,29.97,20.81,
2002 / 09,Queens,2229379,27.84,2.5,131.2,0,21.24,25.56,16.93,0
2002 / 10,Queens,2229379,27.84,3,182.9,0,12.88,16.29,9.47,
2002 / 11,Queens,2229379,27.84,3.3,128.9,0,7.79,11.07,4.5,
2002 / 12,Queens,2229379,27.84,3.6,103.3,279,2.23,5.08,-0.62,
2002 / 01,Staten Island,443728,5.54,3.4,49,89,4.41,7.46,1.36,
2002 / 02,Staten Island,443728,5.54,,18,0,4.77,9.06,0.47,0
2002 / 03,Staten Island,443728,5.54,3.9,89.8,0,6.74,11.3,2.18,
2002 / 04,Staten Island,443728,5.54,3.1,86.8,0,13.39,18.25,8.54,
2002 / 05,Staten Island,443728,5.54,3,93.9,0,15.93,20.77,11.08,
2002 / 06,Staten Island,443728,5.54,2.8,113.8,0,21.91,26.55,17.27,
2002 / 07,Staten Island,443728,5.54,2.6,26.8,0,25.98,30.55,21.42,
2002 / 08,Staten Island,443728,5.54,2.6,124.9,0,25.39,29.97,20.81,
2002 / 09,Staten Island,443728,5.54,2.5,131.2,0,21.24,25.56,16.93,0
2002 / 10,Staten Island,443728,5.54,3,182.9,0,12.88,16.29,9.47,
2002 / 11,Staten Island,443728,5.54,3.3,128.9,0,7.79,11.07,4.5,
2002 / 12,Staten Island,443728,5.54,3.6,103.3,279,2.23,5.08,-0.62,
2003 / 01,Bronx,1332650,16.64,3.8,58.6,120,-2.51,0.52,-5.53,0
2003 / 02,Bronx,1332650,16.64,3.7,115.5,663,-1.07,1.99,-4.13,
2003 / 03,Bronx,1332650,16.64,3.2,116.1,89,6.17,11.1,1.24,
2003 / 04,Bronx,1332650,16.64,3.9,81.4,102,9.89,14.31,5.47,
2003 / 05,Bronx,1332650,16.64,2.8,86.5,0,14.83,18.93,10.73,
2003 / 06,Bronx,1332650,16.64,2.3,260.7,0,20.21,24.22,16.19,
2003 / 07,Bronx,1332650,16.64,2.4,95.5,0,24.3,28.34,20.26,
2003 / 08,Bronx,1332650,16.64,2,148.7,0,24.83,28.48,21.18,
2003 / 09,Bronx,1332650,16.64,2.8,153.1,0,19.96,23.21,16.71,0
2003 / 10,Bronx,1332650,16.64,2.7,124.6,0,12.84,16.56,9.12,
2003 / 11,Bronx,1332650,16.64,2.9,106.2,0,10.02,13.45,6.58,
2003 / 12,Bronx,1332650,16.64,3.7,137.8,502,3.11,6.38,-0.16,
2003 / 01,Brooklyn,2465326,30.78,3.8,58.6,120,-2.51,0.52,-5.53,0
2003 / 02,Brooklyn,2465326,30.78,3.7,115.5,663,-1.07,1.99,-4.13,
2003 / 03,Brooklyn,2465326,30.78,3.2,116.1,89,6.17,11.1,1.24,
2003 / 04,Brooklyn,2465326,30.78,3.9,81.4,102,9.89,14.31,5.47,
2003 / 05,Brooklyn,2465326,30.78,2.8,86.5,0,14.83,18.93,10.73,
2003 / 06,Brooklyn,2465326,30.78,2.3,260.7,0,20.21,24.22,16.19,
2003 / 07,Brooklyn,2465326,30.78,2.4,95.5,0,24.3,28.34,20.26,
2003 / 08,Brooklyn,2465326,30.78,2,148.7,0,24.83,28.48,21.18,
2003 / 09,Brooklyn,2465326,30.78,2.8,153.1,0,19.96,23.21,16.71,0
2003 / 10,Brooklyn,2465326,30.78,2.7,124.6,0,12.84,16.56,9.12,
2003 / 11,Brooklyn,2465326,30.78,2.9,106.2,0,10.02,13.45,6.58,
2003 / 12,Brooklyn,2465326,30.78,3.7,137.8,502,3.11,6.38,-0.16,
2003 / 01,Manhattan,1537195,19.2,3.8,58.6,120,-2.51,0.52,-5.53,0
2003 / 02,Manhattan,1537195,19.2,3.7,115.5,663,-1.07,1.99,-4.13,
2003 / 03,Manhattan,1537195,19.2,3.2,116.1,89,6.17,11.1,1.24,
2003 / 04,Manhattan,1537195,19.2,3.9,81.4,102,9.89,14.31,5.47,
2003 / 05,Manhattan,1537195,19.2,2.8,86.5,0,14.83,18.93,10.73,
2003 / 06,Manhattan,1537195,19.2,2.3,260.7,0,20.21,24.22,16.19,
2003 / 07,Manhattan,1537195,19.2,2.4,95.5,0,24.3,28.34,20.26,
2003 / 08,Manhattan,1537195,19.2,2,148.7,0,24.83,28.48,21.18,
2003 / 09,Manhattan,1537195,19.2,2.8,153.1,0,19.96,23.21,16.71,0
2003 / 10,Manhattan,1537195,19.2,2.7,124.6,0,12.84,16.56,9.12,
2003 / 11,Manhattan,1537195,19.2,2.9,106.2,0,10.02,13.45,6.58,
2003 / 12,Manhattan,1537195,19.2,3.7,137.8,502,3.11,6.38,-0.16,
2003 / 01,Queens,2229379,27.84,3.8,58.6,120,-2.51,0.52,-5.53,0
2003 / 02,Queens,2229379,27.84,3.7,115.5,663,-1.07,1.99,-4.13,
2003 / 03,Queens,2229379,27.84,3.2,116.1,89,6.17,11.1,1.24,
2003 / 04,Queens,2229379,27.84,3.9,81.4,102,9.89,14.31,5.47,
2003 / 05,Queens,2229379,27.84,2.8,86.5,0,14.83,18.93,10.73,
2003 / 06,Queens,2229379,27.84,2.3,260.7,0,20.21,24.22,16.19,
2003 / 07,Queens,2229379,27.84,2.4,95.5,0,24.3,28.34,20.26,
2003 / 08,Queens,2229379,27.84,2,148.7,0,24.83,28.48,21.18,
2003 / 09,Queens,2229379,27.84,2.8,153.1,0,19.96,23.21,16.71,0
2003 / 10,Queens,2229379,27.84,2.7,124.6,0,12.84,16.56,9.12,
2003 / 11,Queens,2229379,27.84,2.9,106.2,0,10.02,13.45,6.58,
2003 / 12,Queens,2229379,27.84,3.7,137.8,502,3.11,6.38,-0.16,
2003 / 01,Staten Island,443728,5.54,3.8,58.6,120,-2.51,0.52,-5.53,0
2003 / 02,Staten Island,443728,5.54,3.7,115.5,663,-1.07,1.99,-4.13,
2003 / 03,Staten Island,443728,5.54,3.2,116.1,89,6.17,11.1,1.24,
2003 / 04,Staten Island,443728,5.54,3.9,81.4,102,9.89,14.31,5.47,
2003 / 05,Staten Island,443728,5.54,2.8,86.5,0,14.83,18.93,10.73,
2003 / 06,Staten Island,443728,5.54,2.3,260.7,0,20.21,24.22,16.19,
2003 / 07,Staten Island,443728,5.54,2.4,95.5,0,24.3,28.34,20.26,
2003 / 08,Staten Island,443728,5.54,2,148.7,0,24.83,28.48,21.18,
2003 / 09,Staten Island,443728,5.54,2.8,153.1,0,19.96,23.21,16.71,0
2003 / 10,Staten Island,443728,5.54,2.7,124.6,0,12.84,16.56,9.12,
2003 / 11,Staten Island,443728,5.54,2.9,106.2,0,10.02,13.45,6.58,
2003 / 12,Staten Island,443728,5.54,3.7,137.8,502,3.11,6.38,-0.16,
2004 / 01,Bronx,1332650,16.64,4,54.2,439,-4.04,-0.56,-7.53,
2004 / 02,Bronx,1332650,16.64,3.5,68.1,18,1.69,5.4,-2.02,0
2004 / 03,Bronx,1332650,16.64,3.5,75.9,122,6.39,10.19,2.59,
2004 / 04,Bronx,1332650,16.64,3.5,104.5,0,11.98,17.06,6.91,
2004 / 05,Bronx,1332650,16.64,2.4,146.3,0,18.45,23.5,13.39,
2004 / 06,Bronx,1332650,16.64,2.3,76.7,0,21.8,25.99,17.61,
2004 / 07,Bronx,1332650,16.64,2.4,193.8,0,23.61,27.18,20.05,
2004 / 08,Bronx,1332650,16.64,2.2,76.8,0,23.46,27.05,19.87,
2004 / 09,Bronx,1332650,16.64,2.4,292.3,0,20.74,24.48,17,
2004 / 10,Bronx,1332650,16.64,2.7,29.2,0,13.32,16.58,10.06,
2004 / 11,Bronx,1332650,16.64,3,107.2,0,8.98,12.67,5.29,
2004 / 12,Bronx,1332650,16.64,3.5,94.2,78,3.53,6.86,0.2,
2004 / 01,Brooklyn,2465326,30.78,4,54.2,439,-4.04,-0.56,-7.53,
2004 / 02,Brooklyn,2465326,30.78,3.5,68.1,18,1.69,5.4,-2.02,0
2004 / 03,Brooklyn,2465326,30.78,3.5,75.9,122,6.39,10.19,2.59,
2004 / 04,Brooklyn,2465326,30.78,3.5,104.5,0,11.98,17.06,6.91,
2004 / 05,Brooklyn,2465326,30.78,2.4,146.3,0,18.45,23.5,13.39,
2004 / 06,Brooklyn,2465326,30.78,2.3,76.7,0,21.8,25.99,17.61,
2004 / 07,Brooklyn,2465326,30.78,2.4,193.8,0,23.61,27.18,20.05,
2004 / 08,Brooklyn,2465326,30.78,2.2,76.8,0,23.46,27.05,19.87,
2004 / 09,Brooklyn,2465326,30.78,2.4,292.3,0,20.74,24.48,17,
2004 / 10,Brooklyn,2465326,30.78,2.7,29.2,0,13.32,16.58,10.06,
2004 / 11,Brooklyn,2465326,30.78,3,107.2,0,8.98,12.67,5.29,
2004 / 12,Brooklyn,2465326,30.78,3.5,94.2,78,3.53,6.86,0.2,
2004 / 01,Manhattan,1537195,19.2,4,54.2,439,-4.04,-0.56,-7.53,
2004 / 02,Manhattan,1537195,19.2,3.5,68.1,18,1.69,5.4,-2.02,0
2004 / 03,Manhattan,1537195,19.2,3.5,75.9,122,6.39,10.19,2.59,
2004 / 04,Manhattan,1537195,19.2,3.5,104.5,0,11.98,17.06,6.91,
2004 / 05,Manhattan,1537195,19.2,2.4,146.3,0,18.45,23.5,13.39,
2004 / 06,Manhattan,1537195,19.2,2.3,76.7,0,21.8,25.99,17.61,
2004 / 07,Manhattan,1537195,19.2,2.4,193.8,0,23.61,27.18,20.05,
2004 / 08,Manhattan,1537195,19.2,2.2,76.8,0,23.46,27.05,19.87,
2004 / 09,Manhattan,1537195,19.2,2.4,292.3,0,20.74,24.48,17,
2004 / 10,Manhattan,1537195,19.2,2.7,29.2,0,13.32,16.58,10.06,
2004 / 11,Manhattan,1537195,19.2,3,107.2,0,8.98,12.67,5.29,
2004 / 12,Manhattan,1537195,19.2,3.5,94.2,78,3.53,6.86,0.2,
2004 / 01,Queens,2229379,27.84,4,54.2,439,-4.04,-0.56,-7.53,
2004 / 02,Queens,2229379,27.84,3.5,68.1,18,1.69,5.4,-2.02,0
2004 / 03,Queens,2229379,27.84,3.5,75.9,122,6.39,10.19,2.59,
2004 / 04,Queens,2229379,27.84,3.5,104.5,0,11.98,17.06,6.91,
2004 / 05,Queens,2229379,27.84,2.4,146.3,0,18.45,23.5,13.39,
2004 / 06,Queens,2229379,27.84,2.3,76.7,0,21.8,25.99,17.61,
2004 / 07,Queens,2229379,27.84,2.4,193.8,0,23.61,27.18,20.05,
2004 / 08,Queens,2229379,27.84,2.2,76.8,0,23.46,27.05,19.87,
2004 / 09,Queens,2229379,27.84,2.4,292.3,0,20.74,24.48,17,
2004 / 10,Queens,2229379,27.84,2.7,29.2,0,13.32,16.58,10.06,
2004 / 11,Queens,2229379,27.84,3,107.2,0,8.98,12.67,5.29,
2004 / 12,Queens,2229379,27.84,3.5,94.2,78,3.53,6.86,0.2,
2004 / 01,Staten Island,443728,5.54,4,54.2,439,-4.04,-0.56,-7.53,
2004 / 02,Staten Island,443728,5.54,3.5,68.1,18,1.69,5.4,-2.02,0
2004 / 03,Staten Island,443728,5.54,3.5,75.9,122,6.39,10.19,2.59,
2004 / 04,Staten Island,443728,5.54,3.5,104.5,0,11.98,17.06,6.91,
2004 / 05,Staten Island,443728,5.54,2.4,146.3,0,18.45,23.5,13.39,
2004 / 06,Staten Island,443728,5.54,2.3,76.7,0,21.8,25.99,17.61,
2004 / 07,Staten Island,443728,5.54,2.4,193.8,0,23.61,27.18,20.05,
2004 / 08,Staten Island,443728,5.54,2.2,76.8,0,23.46,27.05,19.87,
2004 / 09,Staten Island,443728,5.54,2.4,292.3,0,20.74,24.48,17,
2004 / 10,Staten Island,443728,5.54,2.7,29.2,0,13.32,16.58,10.06,
2004 / 11,Staten Island,443728,5.54,3,107.2,0,8.98,12.67,5.29,
2004 / 12,Staten Island,443728,5.54,3.5,94.2,78,3.53,6.86,0.2,
2005 / 01,Bronx,1332650,16.64,3.3,118.7,389,-0.38,3.01,-3.78,
2005 / 02,Bronx,1332650,16.64,3.2,77.3,402,2.51,5.87,-0.84,
2005 / 03,Bronx,1332650,16.64,3.2,126.1,175,4.14,8.01,0.27,
2005 / 04,Bronx,1332650,16.64,3.1,122.2,0,12.85,18.09,7.61,
2005 / 05,Bronx,1332650,16.64,2.7,37.6,0,14.95,19.61,10.29,
2005 / 06,Bronx,1332650,16.64,2.4,81.5,0,23.34,27.9,18.78,
2005 / 07,Bronx,1332650,16.64,2.2,90.6,0,25.3,29.37,21.23,
2005 / 08,Bronx,1332650,16.64,2.2,100.7,0,26.48,30.61,22.34,
2005 / 09,Bronx,1332650,16.64,2.4,12.1,0,22.95,27.55,18.34,
2005 / 10,Bronx,1332650,16.64,3,425,0,14.38,17.64,11.13,
2005 / 11,Bronx,1332650,16.64,3.1,113.5,0,9.79,13.76,5.81,
2005 / 12,Bronx,1332650,16.64,3.2,116.8,246,1.81,4.66,-1.04,
2005 / 01,Brooklyn,2465326,30.78,3.3,118.7,389,-0.38,3.01,-3.78,
2005 / 02,Brooklyn,2465326,30.78,3.2,77.3,402,2.51,5.87,-0.84,
2005 / 03,Brooklyn,2465326,30.78,3.2,126.1,175,4.14,8.01,0.27,
2005 / 04,Brooklyn,2465326,30.78,3.1,122.2,0,12.85,18.09,7.61,
2005 / 05,Brooklyn,2465326,30.78,2.7,37.6,0,14.95,19.61,10.29,
2005 / 06,Brooklyn,2465326,30.78,2.4,81.5,0,23.34,27.9,18.78,
2005 / 07,Brooklyn,2465326,30.78,2.2,90.6,0,25.3,29.37,21.23,
2005 / 08,Brooklyn,2465326,30.78,2.2,100.7,0,26.48,30.61,22.34,
2005 / 09,Brooklyn,2465326,30.78,2.4,12.1,0,22.95,27.55,18.34,
2005 / 10,Brooklyn,2465326,30.78,3,425,0,14.38,17.64,11.13,
2005 / 11,Brooklyn,2465326,30.78,3.1,113.5,0,9.79,13.76,5.81,
2005 / 12,Brooklyn,2465326,30.78,3.2,116.8,246,1.81,4.66,-1.04,
2005 / 01,Manhattan,1537195,19.2,3.3,118.7,389,-0.38,3.01,-3.78,
2005 / 02,Manhattan,1537195,19.2,3.2,77.3,402,2.51,5.87,-0.84,
2005 / 03,Manhattan,1537195,19.2,3.2,126.1,175,4.14,8.01,0.27,
2005 / 04,Manhattan,1537195,19.2,3.1,122.2,0,12.85,18.09,7.61,
2005 / 05,Manhattan,1537195,19.2,2.7,37.6,0,14.95,19.61,10.29,
2005 / 06,Manhattan,1537195,19.2,2.4,81.5,0,23.34,27.9,18.78,
2005 / 07,Manhattan,1537195,19.2,2.2,90.6,0,25.3,29.37,21.23,
2005 / 08,Manhattan,1537195,19.2,2.2,100.7,0,26.48,30.61,22.34,
2005 / 09,Manhattan,1537195,19.2,2.4,12.1,0,22.95,27.55,18.34,
2005 / 10,Manhattan,1537195,19.2,3,425,0,14.38,17.64,11.13,
2005 / 11,Manhattan,1537195,19.2,3.1,113.5,0,9.79,13.76,5.81,
2005 / 12,Manhattan,1537195,19.2,3.2,116.8,246,1.81,4.66,-1.04,
2005 / 01,Queens,2229379,27.84,3.3,118.7,389,-0.38,3.01,-3.78,
2005 / 02,Queens,2229379,27.84,3.2,77.3,402,2.51,5.87,-0.84,
2005 / 03,Queens,2229379,27.84,3.2,126.1,175,4.14,8.01,0.27,
2005 / 04,Queens,2229379,27.84,3.1,122.2,0,12.85,18.09,7.61,
2005 / 05,Queens,2229379,27.84,2.7,37.6,0,14.95,19.61,10.29,
2005 / 06,Queens,2229379,27.84,2.4,81.5,0,23.34,27.9,18.78,
2005 / 07,Queens,2229379,27.84,2.2,90.6,0,25.3,29.37,21.23,
2005 / 08,Queens,2229379,27.84,2.2,100.7,0,26.48,30.61,22.34,
2005 / 09,Queens,2229379,27.84,2.4,12.1,0,22.95,27.55,18.34,
2005 / 10,Queens,2229379,27.84,3,425,0,14.38,17.64,11.13,
2005 / 11,Queens,2229379,27.84,3.1,113.5,0,9.79,13.76,5.81,
2005 / 12,Queens,2229379,27.84,3.2,116.8,246,1.81,4.66,-1.04,
2005 / 01,Staten Island,443728,5.54,3.3,118.7,389,-0.38,3.01,-3.78,
2005 / 02,Staten Island,443728,5.54,3.2,77.3,402,2.51,5.87,-0.84,
2005 / 03,Staten Island,443728,5.54,3.2,126.1,175,4.14,8.01,0.27,
2005 / 04,Staten Island,443728,5.54,3.1,122.2,0,12.85,18.09,7.61,
2005 / 05,Staten Island,443728,5.54,2.7,37.6,0,14.95,19.61,10.29,
2005 / 06,Staten Island,443728,5.54,2.4,81.5,0,23.34,27.9,18.78,
2005 / 07,Staten Island,443728,5.54,2.2,90.6,0,25.3,29.37,21.23,
2005 / 08,Staten Island,443728,5.54,2.2,100.7,0,26.48,30.61,22.34,
2005 / 09,Staten Island,443728,5.54,2.4,12.1,0,22.95,27.55,18.34,
2005 / 10,Staten Island,443728,5.54,3,425,0,14.38,17.64,11.13,
2005 / 11,Staten Island,443728,5.54,3.1,113.5,0,9.79,13.76,5.81,
2005 / 12,Staten Island,443728,5.54,3.2,116.8,246,1.81,4.66,-1.04,
2006 / 01,Bronx,1332650,16.64,3.3,126.8,51,4.93,8.64,1.23,
2006 / 02,Bronx,1332650,16.64,3.8,73.1,683,2.07,5.78,-1.63,
2006 / 03,Bronx,1332650,16.64,3.5,20.3,33,6.15,10.33,1.98,
2006 / 04,Bronx,1332650,16.64,3,141.2,3,13.15,18.48,7.82,
2006 / 05,Bronx,1332650,16.64,2.8,117.5,0,17.27,21.97,12.57,
2006 / 06,Bronx,1332650,16.64,2.4,217.1,0,21.66,25.39,17.93,
2006 / 07,Bronx,1332650,16.64,2.1,156.6,0,25.52,29.54,21.51,
2006 / 08,Bronx,1332650,16.64,1.4,154.5,0,24.32,28.25,20.38,
